============================================================
Model 000GT:000000,  PD:000001,  Path:../dataset/ok_ng_3rd_edition/R_0402/OK/1_2_R335-1204137000288.JPG
GT:000000,  PD:000001,  Path:../dataset/ok_ng_3rd_edition/R_0402/OK/1_2_R333-1203876200038.JPG
GT:000000,  PD:000001,  Path:../dataset/ok_ng_3rd_edition/R_0402/OK/1_2_R199-1204137000027.JPG
GT:000000,  PD:000001,  Path:../dataset/ok_ng_3rd_edition/R_0402/OK/1_3_R165-1204075402885.JPG
GT:000000,  PD:000001,  Path:../dataset/ok_ng_3rd_edition/R_0402/OK/1_4_ZR204-1204075400656.JPG
GT:000000,  PD:000001,  Path:../dataset/ok_ng_3rd_edition/R_0402/OK/1_2_R49-1204137000288.JPG
GT:000000,  PD:000001,  Path:../dataset/ok_ng_3rd_edition/R_0402/OK/1_2_R179-1203876200087.JPG
GT:000000,  PD:000001,  Path:../dataset/ok_ng_3rd_edition/R_0402/OK/1_2_R179-1203876200034.JPG
GT:000000,  PD:000001,  Path:../dataset/ok_ng_3rd_edition/R_0402/OK/1_1_R202-1203876200325.JPG
GT:000001,  PD:000000,  Path:../dataset/ok_ng_3rd_edition/R_0402/NG/1_2_R259-G08MM02600022.JPG
GT:000000,  PD:000001,  Path:../dataset/ok_ng_3rd_edition/R_0402/OK/1_2_R1166-G07A004000460.JPG
GT:000000,  PD:000001,  Path:../dataset/ok_ng_3rd_edition/R_0402/OK/1_2_R11-1204137000108.JPG
GT:000000,  PD:000001,  Path:../dataset/ok_ng_3rd_edition/R_0402/OK/1_1_R1068-G08A001100215.JPG
GT:000000,  PD:000001,  Path:../dataset/ok_ng_3rd_edition/R_0402/OK/1_2_PH2-G08A001200327.JPG
GT:000000,  PD:000001,  Path:../dataset/ok_ng_3rd_edition/R_0402/OK/1_1_R180-1204137000270.JPG
GT:000000,  PD:000001,  Path:../dataset/ok_ng_3rd_edition/R_0402/OK/1_2_R380-G08A001400036.JPG
GT:000000,  PD:000001,  Path:../dataset/ok_ng_3rd_edition/R_0402/OK/1_3_R818-1204075401047.JPG
GT:000000,  PD:000001,  Path:../dataset/ok_ng_3rd_edition/R_0402-P/OK/1_1_R721-G08A001200043.JPG
GT:000000,  PD:000001,  Path:../dataset/ok_ng_3rd_edition/R_0402/OK/1_1_R7009-1203781100370.JPG
GT:000000,  PD:000001,  Path:../dataset/ok_ng_3rd_edition/R_0402/OK/1_1_R155-1203876200008.JPG
GT:000000,  PD:000001,  Path:../dataset/ok_ng_3rd_edition/R_0402/OK/1_3_R254-1204075401127.JPG
GT:000000,  PD:000001,  Path:../dataset/ok_ng_3rd_edition/R_0402/OK/1_2_R47-G08A001500009.JPG
GT:000000,  PD:000001,  Path:../dataset/ok_ng_3rd_edition/R_0402-P/OK/1_1_R784-G08A001200113.JPG
GT:000000,  PD:000001,  Path:../dataset/ok_ng_3rd_edition/R_0402/OK/1_2_R227-1204137000334.JPG
GT:000000,  PD:000001,  Path:../dataset/ok_ng_3rd_edition/R_0402/OK/1_1_R179-1203876200269.JPG
GT:000000,  PD:000001,  Path:../dataset/ok_ng_3rd_edition/R_0402/OK/1_2_R10-1203876200247.JPG
GT:000000,  PD:000001,  Path:../dataset/ok_ng_3rd_edition/R_0402/OK/1_2_R877-G08A002300124.JPG
GT:000000,  PD:000001,  Path:../dataset/ok_ng_3rd_edition/R_0402/OK/1_2_R197-G08MM01800029.JPG
GT:000000,  PD:000001,  Path:../dataset/ok_ng_3rd_edition/R_0402/OK/1_1_R47-G08MM01800017.JPG
GT:000000,  PD:000001,  Path:../dataset/ok_ng_3rd_edition/R_0402/OK/1_2_R935-G07A004000123.JPG
GT:000000,  PD:000001,  Path:../dataset/ok_ng_3rd_edition/R_0402/OK/1_3_R239-1204075400284.JPG
GT:000000,  PD:000001,  Path:../dataset/ok_ng_3rd_edition/R_0402/OK/1_1_R1173-G07A004000492.JPG
GT:000000,  PD:000001,  Path:../dataset/ok_ng_3rd_edition/R_0402/OK/1_2_R3024-1203781100129.JPG
GT:000000,  PD:000001,  Path:../dataset/ok_ng_3rd_edition/R_0402/OK/1_2_R62-1204137000234.JPG
GT:000000,  PD:000001,  Path:../dataset/ok_ng_3rd_edition/R_0402/OK/1_1_R301-1203876200076.JPG
GT:000000,  PD:000001,  Path:../dataset/ok_ng_3rd_edition/R_0402/OK/1_1_R269-1203876200275.JPG
GT:000000,  PD:000001,  Path:../dataset/ok_ng_3rd_edition/R_0402/OK/1_2_R818-1204075401012.JPG
GT:000000,  PD:000001,  Path:../dataset/ok_ng_3rd_edition/R_0402/OK/1_1_R84-1203876200257.JPG
GT:000000,  PD:000001,  Path:../dataset/ok_ng_3rd_edition/R_0402/OK/1_2_R818-1204075402743.JPG
GT:000000,  PD:000001,  Path:../dataset/ok_ng_3rd_edition/R_0402/OK/1_2_R1170-G08MM02700035.JPG
GT:000000,  PD:000001,  Path:../dataset/ok_ng_3rd_edition/R_0402/OK/1_3_R251-1204075400644.JPG
GT:000000,  PD:000001,  Path:../dataset/ok_ng_3rd_edition/R_0402/OK/1_1_R133-1204137000008.JPG
GT:000000,  PD:000001,  Path:../dataset/ok_ng_3rd_edition/R_0402/OK/1_1_R139-1203876200445.JPG
GT:000000,  PD:000001,  Path:../dataset/ok_ng_3rd_edition/R_0402/OK/1_2_R179-1203876200450.JPG
GT:000000,  PD:000001,  Path:../dataset/ok_ng_3rd_edition/R_0402/OK/1_1_R303-1203876200373.JPG
GT:000000,  PD:000001,  Path:../dataset/ok_ng_3rd_edition/R_0402/OK/1_2_R179-1203876200206.JPG
GT:000000,  PD:000001,  Path:../dataset/ok_ng_3rd_edition/R_0402/OK/1_2_R272-1203876200328.JPG
GT:000000,  PD:000001,  Path:../dataset/ok_ng_3rd_edition/R_0402/OK/1_1_R96-1203876200346.JPG
GT:000000,  PD:000001,  Path:../dataset/ok_ng_3rd_edition/R_0402/OK/1_2_R199-1203876200057.JPG
GT:000000,  PD:000001,  Path:../dataset/ok_ng_3rd_edition/R_0402/OK/1_4_R818-1204075402530.JPG
GT:000000,  PD:000001,  Path:../dataset/ok_ng_3rd_edition/R_0402/OK/1_1_R74-1204137000112.JPG
GT:000000,  PD:000001,  Path:../dataset/ok_ng_3rd_edition/R_0402/OK/1_1_R41-1203876200301.JPG
GT:000000,  PD:000001,  Path:../dataset/ok_ng_3rd_edition/R_0402/OK/1_2_R818-1204075400680.JPG
GT:000000,  PD:000001,  Path:../dataset/ok_ng_3rd_edition/R_0402/OK/1_1_R887-G07A004000411.JPG
GT:000000,  PD:000001,  Path:../dataset/ok_ng_3rd_edition/R_0402/OK/1_1_R133-1203876200451.JPG
GT:000000,  PD:000001,  Path:../dataset/ok_ng_3rd_edition/R_0402/OK/1_1_R3882-1204137000157.JPG
GT:000000,  PD:000001,  Path:../dataset/ok_ng_3rd_edition/R_0402/OK/1_4_R97-1204075402131.JPG
GT:000000,  PD:000001,  Path:../dataset/ok_ng_3rd_edition/R_0402/OK/1_2_R177-1203876200187.JPG
GT:000000,  PD:000001,  Path:../dataset/ok_ng_3rd_edition/R_0402/OK/1_1_R373-1203876200050.JPG
GT:000000,  PD:000001,  Path:../dataset/ok_ng_3rd_edition/R_0402/OK/1_1_R1216-G08A001100370.JPG
GT:000000,  PD:000001,  Path:../dataset/ok_ng_3rd_edition/R_0402/OK/1_2_PR214-1203876200254.JPG
GT:000000,  PD:000001,  Path:../dataset/ok_ng_3rd_edition/R_0402/OK/1_1_R169-1203876200388.JPG
GT:000000,  PD:000001,  Path:../dataset/ok_ng_3rd_edition/R_0402/OK/1_4_R485-1204075400704.JPG
GT:000000,  PD:000001,  Path:../dataset/ok_ng_3rd_edition/R_0402/OK/1_4_R818-1204075402719.JPG
GT:000000,  PD:000001,  Path:../dataset/ok_ng_3rd_edition/R_0402/OK/1_2_R333-1203876200396.JPG
GT:000000,  PD:000001,  Path:../dataset/ok_ng_3rd_edition/R_0402-P/OK/1_1_R765-G08A001100116.JPG
GT:000000,  PD:000001,  Path:../dataset/ok_ng_3rd_edition/R_0402/OK/1_2_R11-1203876200505.JPG
GT:000000,  PD:000001,  Path:../dataset/ok_ng_3rd_edition/R_0402/OK/1_2_R54-1203876200290.JPG
GT:000000,  PD:000001,  Path:../dataset/ok_ng_3rd_edition/R_0402/OK/1_2_R314-1203876200301.JPG
GT:000000,  PD:000001,  Path:../dataset/ok_ng_3rd_edition/R_0402/OK/1_2_PR383-1203876200055.JPG
GT:000000,  PD:000001,  Path:../dataset/ok_ng_3rd_edition/R_0402/OK/1_1_R295-1203876200500.JPG
GT:000000,  PD:000001,  Path:../dataset/ok_ng_3rd_edition/R_0402/OK/1_2_RCN3-1203876200463.JPG
GT:000000,  PD:000001,  Path:../dataset/ok_ng_3rd_edition/R_0402/OK/1_2_R231-1204137000165.JPG
GT:000000,  PD:000001,  Path:../dataset/ok_ng_3rd_edition/R_0402/OK/1_2_R4003-1203781100463.JPG
GT:000000,  PD:000001,  Path:../dataset/ok_ng_3rd_edition/R_0402/OK/1_2_R174-1203876200220.JPG
GT:000000,  PD:000001,  Path:../dataset/ok_ng_3rd_edition/R_0402-P/OK/1_1_R1204-G08A001100179.JPG
GT:000000,  PD:000001,  Path:../dataset/ok_ng_3rd_edition/R_0402/OK/1_1_PR222-1203876200137.JPG
GT:000000,  PD:000001,  Path:../dataset/ok_ng_3rd_edition/R_0402/OK/1_4_R818-1204075401485.JPG
GT:000000,  PD:000001,  Path:../dataset/ok_ng_3rd_edition/R_0402/OK/1_1_R180-1204137000218.JPG
GT:000000,  PD:000001,  Path:../dataset/ok_ng_3rd_edition/R_0402/OK/1_4_R812-1204075400811.JPG
GT:000000,  PD:000001,  Path:../dataset/ok_ng_3rd_edition/R_0402/OK/1_2_R141-1203876200284.JPG
GT:000000,  PD:000001,  Path:../dataset/ok_ng_3rd_edition/R_0402/OK/1_4_R252-1204075401520.JPG
GT:000000,  PD:000001,  Path:../dataset/ok_ng_3rd_edition/R_0402/OK/1_2_R905-G08A002500007.JPG
GT:000000,  PD:000001,  Path:../dataset/ok_ng_3rd_edition/R_0402/OK/1_2_R169-1203876200322.JPG
GT:000000,  PD:000001,  Path:../dataset/ok_ng_3rd_edition/R_0402/OK/1_1_PR188-1203876200229.JPG
GT:000000,  PD:000001,  Path:../dataset/ok_ng_3rd_edition/R_0402/OK/1_1_R818-1204075402642.JPG
GT:000000,  PD:000001,  Path:../dataset/ok_ng_3rd_edition/R_0402/OK/1_2_R176-1204137000047.JPG
GT:000000,  PD:000001,  Path:../dataset/ok_ng_3rd_edition/R_0402/OK/1_2_R290-1203876200219.JPG
GT:000000,  PD:000001,  Path:../dataset/ok_ng_3rd_edition/R_0402/OK/1_2_PR53-1204137000013.JPG
GT:000000,  PD:000001,  Path:../dataset/ok_ng_3rd_edition/R_0402/OK/1_2_RCN3-1203876200193.JPG
GT:000000,  PD:000001,  Path:../dataset/ok_ng_3rd_edition/R_0402/OK/1_2_R3855-1204137000213.JPG
GT:000000,  PD:000001,  Path:../dataset/ok_ng_3rd_edition/R_0402/OK/1_2_R485-1204075400992.JPG
GT:000000,  PD:000001,  Path:../dataset/ok_ng_3rd_edition/R_0402/OK/1_3_R818-1204075400311.JPG
GT:000000,  PD:000001,  Path:../dataset/ok_ng_3rd_edition/R_0402/OK/1_1_R180-1204137000096.JPG
GT:000000,  PD:000001,  Path:../dataset/ok_ng_3rd_edition/R_0402/OK/1_2_R162-1203876200203.JPG
GT:000000,  PD:000001,  Path:../dataset/ok_ng_3rd_edition/R_0402/OK/1_2_PR510-G08A001100449.JPG
GT:000000,  PD:000001,  Path:../dataset/ok_ng_3rd_edition/R_0402/OK/1_2_R133-1204137000051.JPG
GT:000000,  PD:000001,  Path:../dataset/ok_ng_3rd_edition/R_0402/OK/1_1_R297-1203876200542.JPG
GT:000000,  PD:000001,  Path:../dataset/ok_ng_3rd_edition/R_0402/OK/1_1_R142-1203876200457.JPG
GT:000000,  PD:000001,  Path:../dataset/ok_ng_3rd_edition/R_0402/OK/1_2_PR382-1203876200055.JPG
GT:000000,  PD:000001,  Path:../dataset/ok_ng_3rd_edition/R_0402/OK/1_1_R204-1203876200380.JPG
GT:000000,  PD:000001,  Path:../dataset/ok_ng_3rd_edition/R_0402/OK/1_1_R139-1203876200451.JPG
GT:000000,  PD:000001,  Path:../dataset/ok_ng_3rd_edition/R_0402/OK/1_2_R144-1203876200237.JPG
GT:000001,  PD:000000,  Path:../dataset/ok_ng_3rd_edition/R_0402/NG/1_2_R52-1203876200364.JPG
GT:000000,  PD:000001,  Path:../dataset/ok_ng_3rd_edition/R_0402/OK/1_2_R177-1203876200406.JPG
GT:000000,  PD:000001,  Path:../dataset/ok_ng_3rd_edition/R_0402/OK/1_2_R125-1203876200231.JPG
GT:000000,  PD:000001,  Path:../dataset/ok_ng_3rd_edition/R_0402/OK/1_3_R818-1204075402889.JPG
GT:000000,  PD:000001,  Path:../dataset/ok_ng_3rd_edition/R_0402/OK/1_2_R133-1203876200481.JPG
GT:000000,  PD:000001,  Path:../dataset/ok_ng_3rd_edition/R_0402-P/OK/1_1_R803-G08A001200396.JPG
GT:000000,  PD:000001,  Path:../dataset/ok_ng_3rd_edition/R_0402/OK/1_1_R7009-1203781100660.JPG
GT:000000,  PD:000001,  Path:../dataset/ok_ng_3rd_edition/R_0402/OK/1_1_R887-G08A001200444.JPG
GT:000000,  PD:000001,  Path:../dataset/ok_ng_3rd_edition/R_0402/OK/1_2_PR391-1203876200361.JPG
GT:000000,  PD:000001,  Path:../dataset/ok_ng_3rd_edition/R_0402/OK/1_1_R1216-G08A001200095.JPG
GT:000000,  PD:000001,  Path:../dataset/ok_ng_3rd_edition/R_0402/OK/1_1_R130-1203876200095.JPG
GT:000000,  PD:000001,  Path:../dataset/ok_ng_3rd_edition/R_0402/OK/1_3_R818-1204075402409.JPG
GT:000000,  PD:000001,  Path:../dataset/ok_ng_3rd_edition/R_0402-P/OK/1_1_R750-G08A001200309.JPG
GT:000000,  PD:000001,  Path:../dataset/ok_ng_3rd_edition/R_0402/OK/1_2_R169-1204137000104.JPG
GT:000000,  PD:000001,  Path:../dataset/ok_ng_3rd_edition/R_0402/OK/1_2_R400-1203876200426.JPG
GT:000000,  PD:000001,  Path:../dataset/ok_ng_3rd_edition/R_0402/OK/1_1_R335-1204137000061.JPG
GT:000000,  PD:000001,  Path:../dataset/ok_ng_3rd_edition/R_0402/OK/1_2_R358-1204137000209.JPG
GT:000000,  PD:000001,  Path:../dataset/ok_ng_3rd_edition/R_0402/OK/1_1_R350-1204137000108.JPG
GT:000000,  PD:000001,  Path:../dataset/ok_ng_3rd_edition/R_0402/OK/1_1_PR9-G08A001200056.JPG
GT:000000,  PD:000001,  Path:../dataset/ok_ng_3rd_edition/R_0402/OK/1_2_R1167-G08A001100368.JPG
GT:000000,  PD:000001,  Path:../dataset/ok_ng_3rd_edition/R_0402/OK/1_1_R143-1204137000019.JPG
GT:000000,  PD:000001,  Path:../dataset/ok_ng_3rd_edition/R_0402/OK/1_2_R1167-G07A004000056.JPG
GT:000000,  PD:000001,  Path:../dataset/ok_ng_3rd_edition/R_0402/OK/1_2_R10-G08A001100242.JPG
GT:000000,  PD:000001,  Path:../dataset/ok_ng_3rd_edition/R_0402/OK/1_1_R1050-G08A001100290.JPG
GT:000000,  PD:000001,  Path:../dataset/ok_ng_3rd_edition/R_0402/OK/1_1_R130-1203876200396.JPG
GT:000000,  PD:000001,  Path:../dataset/ok_ng_3rd_edition/R_0402/OK/1_3_R818-1204075402441.JPG
GT:000000,  PD:000001,  Path:../dataset/ok_ng_3rd_edition/R_0402/OK/1_2_R179-1204137000206.JPG
GT:000000,  PD:000001,  Path:../dataset/ok_ng_3rd_edition/R_0402/OK/1_2_R332-1204137000230.JPG
GT:000000,  PD:000001,  Path:../dataset/ok_ng_3rd_edition/R_0402/OK/1_1_PR387-1203876200282.JPG
GT:000000,  PD:000001,  Path:../dataset/ok_ng_3rd_edition/R_0402/OK/1_2_PR387-1203876200491.JPG
GT:000000,  PD:000001,  Path:../dataset/ok_ng_3rd_edition/R_0402/OK/1_2_R175-1203876200193.JPG
GT:000000,  PD:000001,  Path:../dataset/ok_ng_3rd_edition/R_0402/OK/1_2_R169-1203876200241.JPG
GT:000000,  PD:000001,  Path:../dataset/ok_ng_3rd_edition/R_0402/OK/1_2_R46-1203876200243.JPG
GT:000000,  PD:000001,  Path:../dataset/ok_ng_3rd_edition/R_0402/OK/1_1_R144-1203876200172.JPG
GT:000000,  PD:000001,  Path:../dataset/ok_ng_3rd_edition/R_0402/OK/1_1_R183-1203876200285.JPG
GT:000000,  PD:000001,  Path:../dataset/ok_ng_3rd_edition/R_0402/OK/1_1_R818-1204075402755.JPG
GT:000000,  PD:000001,  Path:../dataset/ok_ng_3rd_edition/R_0402/OK/1_1_R148-1203876200304.JPG
GT:000000,  PD:000001,  Path:../dataset/ok_ng_3rd_edition/R_0402/OK/1_1_R1216-G08A002300240.JPG
GT:000000,  PD:000001,  Path:../dataset/ok_ng_3rd_edition/R_0402/OK/1_4_R97-1204075400704.JPG
GT:000000,  PD:000001,  Path:../dataset/ok_ng_3rd_edition/R_0402/OK/1_2_R144-1203876200234.JPG
GT:000000,  PD:000001,  Path:../dataset/ok_ng_3rd_edition/R_0402/OK/1_2_R133-1204137000354.JPG
GT:000000,  PD:000001,  Path:../dataset/ok_ng_3rd_edition/R_0402/OK/1_2_R4003-1203781100477.JPG
GT:000000,  PD:000001,  Path:../dataset/ok_ng_3rd_edition/R_0402/OK/1_1_R333-1204137000069.JPG
GT:000000,  PD:000001,  Path:../dataset/ok_ng_3rd_edition/R_0402/OK/1_2_PH1302-G08A002500230.JPG
GT:000000,  PD:000001,  Path:../dataset/ok_ng_3rd_edition/R_0402/OK/1_2_R3851-1203876200046.JPG
GT:000000,  PD:000001,  Path:../dataset/ok_ng_3rd_edition/R_0402/OK/1_1_R353-1204137000240.JPG
GT:000000,  PD:000001,  Path:../dataset/ok_ng_3rd_edition/R_0402/OK/1_2_R935-G08MM01300049.JPG
GT:000000,  PD:000001,  Path:../dataset/ok_ng_3rd_edition/R_0402/OK/1_2_PH1302-G08A002400067.JPG
GT:000000,  PD:000001,  Path:../dataset/ok_ng_3rd_edition/R_0402/OK/1_1_R1156-G07A004000310.JPG
GT:000000,  PD:000001,  Path:../dataset/ok_ng_3rd_edition/R_0402/OK/1_1_PH1302-G08A002500206.JPG
GT:000000,  PD:000001,  Path:../dataset/ok_ng_3rd_edition/R_0402/OK/1_2_R3024-1203781100344.JPG
GT:000000,  PD:000001,  Path:../dataset/ok_ng_3rd_edition/R_0402/OK/1_1_R63-1203876200037.JPG
GT:000000,  PD:000001,  Path:../dataset/ok_ng_3rd_edition/R_0402/OK/1_1_R148-1203876200512.JPG
GT:000000,  PD:000001,  Path:../dataset/ok_ng_3rd_edition/R_0402/OK/1_2_R210-1203876200048.JPG
GT:000000,  PD:000001,  Path:../dataset/ok_ng_3rd_edition/R_0402/OK/1_2_R175-1203876200351.JPG
GT:000000,  PD:000001,  Path:../dataset/ok_ng_3rd_edition/R_0402/OK/1_1_R70-1203876200110.JPG
GT:000000,  PD:000001,  Path:../dataset/ok_ng_3rd_edition/R_0402/OK/1_1_R71-1203876200278.JPG
GT:000000,  PD:000001,  Path:../dataset/ok_ng_3rd_edition/R_0402/OK/1_2_R89-1203876200099.JPG
GT:000000,  PD:000001,  Path:../dataset/ok_ng_3rd_edition/R_0402-P/OK/1_2_R1233-G08MM02600047.JPG
GT:000000,  PD:000001,  Path:../dataset/ok_ng_3rd_edition/R_0402/OK/1_3_R239-1204075400535.JPG
GT:000000,  PD:000001,  Path:../dataset/ok_ng_3rd_edition/R_0402/OK/1_2_R97-1204075400495.JPG
GT:000000,  PD:000001,  Path:../dataset/ok_ng_3rd_edition/R_0402/OK/1_2_R175-1203876200111.JPG
GT:000000,  PD:000001,  Path:../dataset/ok_ng_3rd_edition/R_0402/OK/1_1_R54-1203876200390.JPG
GT:000000,  PD:000001,  Path:../dataset/ok_ng_3rd_edition/R_0402/OK/1_1_R47-G08A001500045.JPG
GT:000000,  PD:000001,  Path:../dataset/ok_ng_3rd_edition/R_0402/OK/1_4_R165-1204075401080.JPG
GT:000000,  PD:000001,  Path:../dataset/ok_ng_3rd_edition/R_0402/OK/1_1_R297-1203876200496.JPG
GT:000000,  PD:000001,  Path:../dataset/ok_ng_3rd_edition/R_0402/OK/1_4_R818-1204075402674.JPG
GT:000000,  PD:000001,  Path:../dataset/ok_ng_3rd_edition/R_0402/OK/1_2_R133-1204137000021.JPG
GT:000000,  PD:000001,  Path:../dataset/ok_ng_3rd_edition/R_0402-P/OK/1_1_R784-G08A001100103.JPG
GT:000000,  PD:000001,  Path:../dataset/ok_ng_3rd_edition/R_0402/OK/1_4_R818-1204075400680.JPG
GT:000000,  PD:000001,  Path:../dataset/ok_ng_3rd_edition/R_0402/OK/1_1_PH1302-G08A002400246.JPG
GT:000000,  PD:000001,  Path:../dataset/ok_ng_3rd_edition/R_0402/OK/1_2_R300-1203876200403.JPG
GT:000000,  PD:000001,  Path:../dataset/ok_ng_3rd_edition/R_0402/OK/1_1_R884-G07A004000223.JPG
GT:000000,  PD:000001,  Path:../dataset/ok_ng_3rd_edition/R_0402/OK/1_1_R337-1203876200138.JPG
GT:000000,  PD:000001,  Path:../dataset/ok_ng_3rd_edition/R_0402/OK/1_1_RCN3-1204137000261.JPG
GT:000000,  PD:000001,  Path:../dataset/ok_ng_3rd_edition/R_0402/OK/1_1_R4003-1203781100012.JPG
GT:000000,  PD:000001,  Path:../dataset/ok_ng_3rd_edition/R_0402/OK/1_2_R102-G08A002300263.JPG
GT:000000,  PD:000001,  Path:../dataset/ok_ng_3rd_edition/R_0402/OK/1_1_R229-1203876200115.JPG
GT:000000,  PD:000001,  Path:../dataset/ok_ng_3rd_edition/R_0402/OK/1_1_R47-G08MM01800020.JPG
GT:000000,  PD:000001,  Path:../dataset/ok_ng_3rd_edition/R_0402/OK/1_1_R180-1204137000248.JPG
GT:000000,  PD:000001,  Path:../dataset/ok_ng_3rd_edition/R_0402/OK/1_1_R300-1203876200413.JPG
GT:000000,  PD:000001,  Path:../dataset/ok_ng_3rd_edition/R_0402/OK/1_1_PR54-G08MM01300027.JPG
GT:000000,  PD:000001,  Path:../dataset/ok_ng_3rd_edition/R_0402/OK/1_4_ZR204-1204075402107.JPG
GT:000000,  PD:000001,  Path:../dataset/ok_ng_3rd_edition/R_0402/OK/1_3_R818-1204075400984.JPG
GT:000000,  PD:000001,  Path:../dataset/ok_ng_3rd_edition/R_0402/OK/1_2_R203-1203876200433.JPG
GT:000000,  PD:000001,  Path:../dataset/ok_ng_3rd_edition/R_0402/OK/1_4_R818-1204075402458.JPG
GT:000000,  PD:000001,  Path:../dataset/ok_ng_3rd_edition/R_0402/OK/1_2_R133-1203876200363.JPG
GT:000000,  PD:000001,  Path:../dataset/ok_ng_3rd_edition/R_0402/OK/1_2_R957-G08A001200074.JPG
GT:000000,  PD:000001,  Path:../dataset/ok_ng_3rd_edition/R_0402-P/OK/1_1_R784-G08A001100145.JPG
GT:000000,  PD:000001,  Path:../dataset/ok_ng_3rd_edition/R_0402/OK/1_2_R818-1204075402126.JPG
GT:000000,  PD:000001,  Path:../dataset/ok_ng_3rd_edition/R_0402/OK/1_2_R322-1203876200157.JPG
GT:000000,  PD:000001,  Path:../dataset/ok_ng_3rd_edition/R_0402/OK/1_2_R424-1203876200368.JPG
GT:000000,  PD:000001,  Path:../dataset/ok_ng_3rd_edition/R_0402/OK/1_1_R297-1203876200282.JPG
GT:000000,  PD:000001,  Path:../dataset/ok_ng_3rd_edition/R_0402/OK/1_2_R307-1203876200456.JPG
GT:000000,  PD:000001,  Path:../dataset/ok_ng_3rd_edition/R_0402/OK/1_1_R406-1204137000061.JPG
GT:000000,  PD:000001,  Path:../dataset/ok_ng_3rd_edition/R_0402/OK/1_2_R18-G08MM01300012.JPG
GT:000000,  PD:000001,  Path:../dataset/ok_ng_3rd_edition/R_0402/OK/1_1_R1050-G08A001100185.JPG
GT:000000,  PD:000001,  Path:../dataset/ok_ng_3rd_edition/R_0402/OK/1_1_R337-1204137000273.JPG
GT:000000,  PD:000001,  Path:../dataset/ok_ng_3rd_edition/R_0402/OK/1_2_R231-1203876200099.JPG
GT:000000,  PD:000001,  Path:../dataset/ok_ng_3rd_edition/R_0402/OK/1_1_PR502-G08MM02600027.JPG
GT:000000,  PD:000001,  Path:../dataset/ok_ng_3rd_edition/R_0402/OK/1_2_R4003-1203781100135.JPG
GT:000000,  PD:000001,  Path:../dataset/ok_ng_3rd_edition/R_0402/OK/1_1_R165-1204075402638.JPG
GT:000000,  PD:000001,  Path:../dataset/ok_ng_3rd_edition/R_0402/OK/1_2_R1065-G07A004000166.JPG
GT:000000,  PD:000001,  Path:../dataset/ok_ng_3rd_edition/R_0402/OK/1_1_PR387-1203876200223.JPG
GT:000000,  PD:000001,  Path:../dataset/ok_ng_3rd_edition/R_0402/OK/1_1_R47-G08A001500182.JPG
GT:000000,  PD:000001,  Path:../dataset/ok_ng_3rd_edition/R_0402/OK/1_2_PH1302-G08A002400029.JPG
GT:000000,  PD:000001,  Path:../dataset/ok_ng_3rd_edition/R_0402/OK/1_2_R196-1203876200261.JPG
GT:000000,  PD:000001,  Path:../dataset/ok_ng_3rd_edition/R_0402/OK/1_2_R1025-G08A001200246.JPG
GT:000000,  PD:000001,  Path:../dataset/ok_ng_3rd_edition/R_0402/OK/1_2_R818-1204075400988.JPG
============================================================
Model 018GT:000000,  PD:000001,  Path:../dataset/ok_ng_3rd_edition/R_0402/OK/1_1_R149-1204137000041.JPG
GT:000000,  PD:000001,  Path:../dataset/ok_ng_3rd_edition/R_0402/OK/1_2_R335-1204137000288.JPG
GT:000000,  PD:000001,  Path:../dataset/ok_ng_3rd_edition/R_0402/OK/1_1_RCN3-1204137000123.JPG
GT:000000,  PD:000001,  Path:../dataset/ok_ng_3rd_edition/R_0402/OK/1_2_R4003-1203781100064.JPG
GT:000000,  PD:000001,  Path:../dataset/ok_ng_3rd_edition/R_0402/OK/1_2_R1065-G07A004000196.JPG
GT:000000,  PD:000001,  Path:../dataset/ok_ng_3rd_edition/R_0402/OK/1_3_R93-1204075401497.JPG
GT:000000,  PD:000001,  Path:../dataset/ok_ng_3rd_edition/R_0402/OK/1_3_R818-1204075402735.JPG
GT:000000,  PD:000001,  Path:../dataset/ok_ng_3rd_edition/R_0402/OK/1_4_R253-1204075402349.JPG
GT:000000,  PD:000001,  Path:../dataset/ok_ng_3rd_edition/R_0402/OK/1_2_PR378-1203876200118.JPG
GT:000000,  PD:000001,  Path:../dataset/ok_ng_3rd_edition/R_0402/OK/1_2_R161-1203876200302.JPG
GT:000000,  PD:000001,  Path:../dataset/ok_ng_3rd_edition/R_0402/OK/1_1_R112-1203876200434.JPG
GT:000000,  PD:000001,  Path:../dataset/ok_ng_3rd_edition/R_0402/OK/1_2_R303-1203876200087.JPG
GT:000000,  PD:000001,  Path:../dataset/ok_ng_3rd_edition/R_0402/OK/1_1_R113-1203876200200.JPG
GT:000000,  PD:000001,  Path:../dataset/ok_ng_3rd_edition/R_0402/OK/1_2_R179-1203876200111.JPG
GT:000000,  PD:000001,  Path:../dataset/ok_ng_3rd_edition/R_0402/OK/1_2_R297-1203876200076.JPG
GT:000000,  PD:000001,  Path:../dataset/ok_ng_3rd_edition/R_0402/OK/1_2_R148-1203876200255.JPG
GT:000000,  PD:000001,  Path:../dataset/ok_ng_3rd_edition/R_0402/OK/1_2_R1167-G07A004000121.JPG
GT:000000,  PD:000001,  Path:../dataset/ok_ng_3rd_edition/R_0402/OK/1_1_R179-1204137000303.JPG
